1.061e-314	0	1	-1.5673e-311	0	0	0	0	0	0	0	0	0	0	0	-1	1.56942e-311	0	0	0	0	0	0	0
	0	1.5673e-311	1	0	0	0	0	0	0	0	0	0	0	-1.5673e-311	-1.56942e-311	-1	0	0	0	0	0	0	0
	1	0	1.5673e-311	0	0	0	0	0	0	0	0	0	0	1	0	-1.5673e-311	0	0	0	0	0	0	0
	0.424639	-1.47776e-312	-0.0942872	1	0	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0
	-0.0798336	0.0942872	-2.729e-312	0	1	0	0	0	0	0	0	0	0	5.49298e-312	-5.48556e-312	0	0	0	0	0	0	0	0
	0	-0.424639	0.0798336	0	0	1	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0
5.43472e-323	0	1	-1.5673e-311	0	0	0	0	0	0	0	0	0	0	0	-1	1.56942e-311	0	0	0	0	0	0	0
	0	1.5673e-311	1	0	0	0	0	0	0	0	0	0	0	-1.5673e-311	-1.56942e-311	-1	0	0	0	0	0	0	0
	1	0	1.5673e-311	0	0	0	0	0	0	0	0	0	0	1	0	-1.5673e-311	0	0	0	0	0	0	0
	0.424639	-1.47776e-312	-0.0942872	1	0	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0
	-0.0798336	0.0942872	-2.729e-312	0	1	0	0	0	0	0	0	0	0	5.49298e-312	-5.48556e-312	0	0	0	0	0	0	0	0
	0	-0.424639	0.0798336	0	0	1	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0
6.95217e-310	0	1	-1.5673e-311	0	0	0	0	0	0	0	0	0	0	0	-1	1.56942e-311	0	0	0	0	0	0	0
	0	1.5673e-311	1	0	0	0	0	0	0	0	0	0	0	-1.5673e-311	-1.56942e-311	-1	0	0	0	0	0	0	0
	1	0	1.5673e-311	0	0	0	0	0	0	0	0	0	0	1	0	-1.5673e-311	0	0	0	0	0	0	0
	0.424639	-1.47776e-312	-0.0942872	1	0	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0
	-0.0798336	0.0942872	-2.729e-312	0	1	0	0	0	0	0	0	0	0	5.49298e-312	-5.48556e-312	0	0	0	0	0	0	0	0
	0	-0.424639	0.0798336	0	0	1	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0
4.94066e-324	0	1	-1.5673e-311	0	0	0	0	0	0	0	0	0	0	0	-1	1.56942e-311	0	0	0	0	0	0	0
	0	1.5673e-311	1	0	0	0	0	0	0	0	0	0	0	-1.5673e-311	-1.56942e-311	-1	0	0	0	0	0	0	0
	1	0	1.5673e-311	0	0	0	0	0	0	0	0	0	0	1	0	-1.5673e-311	0	0	0	0	0	0	0
	0.424639	-1.47776e-312	-0.0942872	1	0	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0
	-0.0798336	0.0942872	-2.729e-312	0	1	0	0	0	0	0	0	0	0	5.49298e-312	-5.48556e-312	0	0	0	0	0	0	0	0
	0	-0.424639	0.0798336	0	0	1	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0
