0.01	0	0.999157	0.0410626	0	0	0	0	0	0	0	0	0	0	-0.0460743	-0.833807	0.550601	0	0	0	0	0	0	0
	0	-0.0410638	0.999127	0	0	0	0	0	0	0	0	0	0	-0.00579276	-0.550482	-0.834713	0	0	0	0	0	0	0
	1	0	0.00768793	0	0	0	0	0	0	0	0	0	0	0.998921	-0.0416509	0.00958589	0	0	0	0	0	0	0
	0.362875	0.00390354	-0.0921876	1	0	0	0	0	0	0	0	0	0	0.291815	-0.0140152	0	0	0	0	0	0	0	0
	0.114308	0.0949801	0.00478222	0	1	0	0	0	0	0	0	0	0	0.192657	-0.00522908	0	0	0	0	0	0	0	0
	0	-0.357875	-0.129109	0	0	1	0	0	0	0	0	0	0	0.0145769	0.34968	0	0	0	0	0	0	0	0
0.01	0	0.999157	0.0410626	0	0	0	-0.0460743	0.957235	0.28695	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	-0.0410638	0.999127	0	0	0	-0.00579276	-0.286173	0.957853	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1	0	0.00768793	0	0	0	0.998921	0.0424921	-0.0133421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0.407066	-0.00388568	0.0976722	1	0	0	0.33486	0.0129091	-1.73472e-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	-0.187523	-0.0945455	-0.00532723	0	1	0	-0.100109	-0.00873762	2.1684e-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	-0.414423	0.170644	0	0	1	0.0148646	-0.349653	-1.38778e-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.015	0	0.99918	0.0404913	0	0	0	0	0	0	0	0	0	0	-0.0489974	-0.831743	0.553548	0	0	0	0	0	0	0
	0	-0.0404924	0.999152	0	0	0	0	0	0	0	0	0	0	-0.00553777	-0.553425	-0.832753	0	0	0	0	0	0	0
	1	0	0.00752619	0	0	0	0	0	0	0	0	0	0	0.998784	-0.0438713	0.0103969	0	0	0	0	0	0	0
