0.01	-7.40726	4.27078	7.15992	-16.2568	-17.1443	-26.8413	21.1701	-68.2288	-0.055139	14.3425	-58.6129	-50.1313	0.095639	-23.0286	-47.5636	21.2404	18.5357	22.6307	-30.1827	0.0839535	21.6709	-6.70065	-1.52505
0.015	-11.4204	9.57872	8.10656	-18.9274	-17.4413	-20.8892	18.8133	-61.6372	1.16378	13.2646	-58.4224	-47.3897	0.0892127	-30.8256	-49.9976	22.8471	20.6781	21.2874	-32.5877	0.0796715	25.858	-3.68205	-2.14235
0.02	-15.7654	14.5514	8.9881	-21.7211	-17.8455	-14.5233	15.7786	-55.1584	2.2125	11.0468	-58.7058	-44.4506	0.0831895	-38.5677	-52.2387	24.4418	22.9887	19.5423	-34.9304	0.0745938	30.1705	-0.539825	-2.7833
0.025	-20.27	19.167	9.82174	-24.3459	-18.0419	-7.908	12.281	-48.8638	3.0982	7.94492	-59.2298	-41.3465	0.0777948	-46.1338	-54.3411	26.0262	25.4907	17.4782	-37.2099	0.0689015	34.519	2.67363	-3.4237
0.03	-24.4605	23.3383	10.6784	-26.5708	-18.0599	-1.09627	9.02549	-42.8151	3.82293	4.42765	-59.7388	-38.1146	0.0732385	-53.5987	-56.294	27.5953	28.1285	15.1803	-39.4238	0.06271	38.7739	5.92394	-4.0561
0.035	-28.1197	27.0205	11.5628	-28.3189	-17.913	5.8395	6.31833	-37.06	4.38756	0.827438	-59.9775	-34.7966	0.0697682	-60.9032	-58.1098	29.1466	30.8947	12.7428	-41.5706	0.0561876	42.8338	9.16609	-4.66633
0.04	-31.4385	30.2194	12.383	-29.7632	-17.5948	12.8103	3.89325	-31.6413	4.79481	-2.76022	-59.7187	-31.4353	0.0674641	-67.8232	-59.8297	30.6806	33.8409	10.2635	-43.6492	0.0495294	46.6305	12.3376	-5.23279
0.045	-34.2743	32.9229	13.1367	-30.883	-17.1222	19.7424	1.96497	-26.5935	5.04506	-6.07243	-58.7611	-28.0738	0.0663517	-74.2898	-61.4806	32.1979	36.9557	7.83557	-45.6583	0.0429218	50.0736	15.3841	-5.74324
0.05	-36.49	35.1358	13.8167	-31.6639	-16.5184	26.5608	0.722848	-21.9382	5.13772	-8.87637	-56.9496	-24.7543	0.0664288	-80.2326	-63.088	33.6982	40.2259	5.5477	-47.5958	0.0365297	53.085	18.2583	-6.18724
0.055	-37.9708	36.8806	14.4127	-32.1035	-15.8085	33.1896	0.314484	-17.6855	5.07286	-10.9844	-54.1873	-21.5164	0.0676498	-85.5821	-64.6733	35.1797	43.6335	3.48006	-49.4595	0.0305263	55.5996	20.9194	-6.55573
0.06	-38.6428	38.1893	14.9141	-32.209	-15.0135	39.5546	0.827313	-13.8363	4.85255	-12.2702	-50.44	-18.3973	0.0699607	-90.2772	-66.2541	36.6397	47.1546	1.70107	-51.2458	0.0250737	57.5711	23.3328	-6.84099
0.065	-38.4666	39.1068	15.3094	-31.9982	-14.1625	45.5867	2.29197	-10.3849	4.48223	-12.6635	-45.7434	-15.4299	0.0731931	-94.2572	-67.8436	38.0734	50.7643	0.266143	-52.9507	0.020318	58.9706	25.4662	-7.03684
0.07	-37.4397	39.6863	15.5865	-31.495	-13.2856	51.2262	4.68137	-7.31718	3.97036	-12.1548	-40.1957	-12.6428	0.0771618	-97.4722	-69.4491	39.4738	54.4354	-0.782553	-54.5694	0.0163755	59.7898	27.295	-7.13958
0.075	-35.5981	39.9862	15.7316	-30.7303	-12.4129	56.422	7.9103	-4.61255	3.32887	-10.7919	-33.9525	-10.0603	0.0816756	-99.8862	-71.0704	40.8301	58.1339	-1.42299	-56.0958	0.013333	60.043	28.8044	-7.14927
0.08	-33.0104	40.07	15.7287	-29.745	-11.5753	61.1316	11.8441	-2.24631	2.57343	-8.66868	-27.2158	-7.70174	0.0865185	-101.475	-72.7	42.1288	61.8243	-1.64679	-57.5235	0.0112498	59.7644	29.9915	-7.07003
0.085	-29.9031	40.011	15.5298	-28.6649	-10.7946	65.3162	16.1286	-0.200467	1.72521	-5.97725	-20.224	-5.58097	0.0913845	-102.177	-74.3327	43.3543	65.4891	-1.46136	-58.8455	0.01015	59.0145	30.8596	-6.90587
0.09	-26.441	39.8685	15.1178	-27.569	-10.0973	68.9513	20.5193	1.5419	0.808836	-2.87933	-13.2305	-3.707	0.0959769	-101.99	-75.9541	44.4894	69.0894	-0.893106	-60.0543	0.0100155	57.8557	31.4202	-6.66554
0.095	-17.357	42.6494	13.646	-23.3712	-7.82494	67.5999	33.805	7.03255	-2.47382	5.94053	2.56978	-0.141835	0.0984079	-103.881	-78.3349	45.7228	71.7241	-0.0335471	-61.1639	0.00932129	54.8263	32.3987	-6.22165
0.1	-15.5651	42.1428	13.1007	-23.5784	-8.56836	70.2277	33.8586	6.14894	-2.52604	6.69939	2.70884	-0.171842	0.103642	-100.508	-79.9143	46.6137	75.4715	1.20926	-62.1287	0.0120102	53.9289	32.2008	-5.94402
0.105	-13.7167	41.706	12.3895	-23.7156	-9.30855	72.4429	33.7846	5.35515	-2.59604	7.58071	2.8196	-0.190441	0.10745	-96.6728	-81.3861	47.3573	78.9359	2.67326	-62.9624	0.0152196	52.7699	31.8261	-5.62775
0.11	-11.8557	41.3248	11.5372	-23.7927	-10.0469	74.2434	33.5923	4.6456	-2.68253	8.56597	2.91386	-0.2013	0.110428	-92.4751	-82.728	47.9402	82.0641	4.29842	-63.6588	0.0188628	51.3765	31.2976	-5.28285
0.115	-9.99617	40.9838	10.5737	-23.8045	-10.7787	75.6327	33.3096	4.01972	-2.78218	9.64088	2.99113	-0.204988	0.112545	-88.0146	-83.914	48.3504	84.8062	6.01906	-64.2126	0.0228517	49.7867	30.6363	-4.92085
0.12	-8.1475	40.6635	9.53646	-23.7449	-11.4968	76.6208	32.9655	3.46971	-2.88836	10.783	3.05191	-0.202684	0.113834	-83.3916	-84.9231	48.58	87.1191	7.76948	-64.6194	0.0270877	48.0413	29.8662	-4.55341
